Name	Art	Breitengrad	Längengrad	Strasse	Hausnummer	Plz	Ort	Rollstuhlgerecht	mobidat-ID	Deeplink
Café Margaretenhöhe	Cafés und Bistros	52.5842712	13.4951030	Sigrunstraße	3	13051	Lichtenberg	teilweise	13419	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/13419/
Café Möhring	Restaurants und Gaststätten	52.5084800	13.3747700	Alte Potsdamer Straße	5	10785	Mitte	teilweise	97896	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/97896/
Café Miami	Restaurants und Gaststätten;Cafés und Bistros	52.4737900	13.4555200	Sonnenallee	220	12059	Neukölln	teilweise	1305	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/1305/
Café Mon Cheri	Cafés und Bistros	52.4815984	13.3632738	Naumannstraße	48	10829	Tempelhof - Schöneberg	teilweise	96717	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/96717/
Café Moulin	Cafés und Bistros	52.5166595	13.4630345	Rigaer Straße	29	10247	Friedrichshain - Kreuzberg	teilweise	93593	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/93593/
Café Nadia + Kosta	Cafés und Bistros	52.5033326	13.4823918	Türrschmidtstraße	31	10317	Lichtenberg	ja	98860	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/98860/
Café Obergfell	Cafés und Bistros	52.4107300	13.4029600	Lichtenrader Damm	36	12305	Tempelhof - Schöneberg	teilweise	94698	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/94698/
Café Obergfell 	Cafés und Bistros	52.4008100	13.4057900	Lichtenrader Damm	140	12309	Tempelhof - Schöneberg	teilweise	94702	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/94702/
Café Outlaw	Cafés und Bistros	52.4027689	13.5061832	Lieselotte-Berger-Straße	33	12355	Neukölln	teilweise	84432	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/84432/
Café Pause	Cafés und Bistros	52.5022378	13.3036703	Dahlmannstraße	7	10629	Charlottenburg - Wilmersdorf	teilweise	72089	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/72089/
Café Restaurant Lichtburg	Restaurants und Gaststätten	52.5502065	13.3880203	Behmstraße	9	13357	Mitte	teilweise	56035	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/56035/
Café Restaurant Olympia	Restaurants und Gaststätten	52.4239923	13.4360426	Buckower Damm	222	12349	Neukölln	teilweise	86705	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/86705/
Café RETRO	Cafés und Bistros	52.4869696	13.3549620	Akazienstraße	26	10823	Tempelhof - Schöneberg	teilweise	71384	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/71384/
Café Riff	Cafés und Bistros	52.4167635	13.4002397	Mariendorfer Damm	429	12107	Neukölln	teilweise	79655	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/79655/
Café Salon Cosima	Cafés und Bistros	52.5092900	13.2229500	Angerburger Allee	35	14055	Charlottenburg - Wilmersdorf	teilweise	79729	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/79729/
Café Sammeltasse des Diakonievereins Lankwitz e.V.	Begegnungs- und Freizeitstätten	52.4355080	13.3447416	Kaiser-Wilhelm-Straße	75 - 79	12247	Steglitz - Zehlendorf	teilweise	19052	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/19052/
Café Scala	Cafés und Bistros	52.4565100	13.3191600	Schloßstraße	40	12165	Steglitz - Zehlendorf	teilweise	2059	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/2059/
Café Seidenfaden Frau Sucht Zukunft Verein zur Hilfe suchtmittelabhängiger Frauen e.V.	Begegnungs- und Freizeitstätten	52.5234879	13.4048941	Dircksenstraße	47	10178	Mitte	teilweise	14238	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/14238/
Café Selig	Cafés und Bistros	52.4772400	13.4222300	Herrfurthplatz	14	12049	Neukölln	ja	46498	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/46498/
Café Sur	Cafés und Bistros	52.4874000	13.3551800	Akazienstraße	7	10823	Tempelhof - Schöneberg	teilweise	71233	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/71233/
Café und Restaurant Montevideo	Restaurants und Gaststätten	52.4961700	13.3412500	Viktoria-Luise-Platz	6	10777	Tempelhof - Schöneberg	teilweise	33659	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/33659/
Café Zeitgenuss	Cafés und Bistros	52.6194400	13.3083200	Waldseeweg	7 - 9	13467	Reinickendorf	teilweise	93298	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/93298/
Café zur Dresdner Feinbäckerei	Cafés und Bistros	52.4541221	13.6248649	Bölschestraße	89	12587	Treptow - Köpenick	teilweise	86681	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/86681/
Café-Pavillon	Cafés und Bistros	52.5107889	13.4595932	Boxhagener Platz		10245	Friedrichshain - Kreuzberg	ja	95338	http://www.mobidat.net/oertlichkeiten/orte-suchen/details/95338/
